application_id,programme_id,Programme,"Application Status","Merit Score",nts_ok_flag,every_thing_ok_in_education,Domicile,"OPEN List Status","BWP List Status",Gender,DOB,Religion,"Blood Group",Nationality,"Hafiz e Quran",NCC,Province,g_monthly_income,g_profession,g_city,g_relation,financial_help,hostel,quota_fata,quota_baluchistan,quota_ajk,quota_gilgit,quota_op,quota_army,quota_iub_tchr_emp,quota_industrial,quota_pharmaceutical,special_person,dept_test_marks,particular_test_name,"Admission Test",particular_test_roll_no,particular_test_total,particular_test_name2,"Admission Test 2",particular_test_roll_no2,particular_test_total2,ap_fee_challan_nr,dept_test_marks,application_date,uploaded_challan,challan_upload_date,ssc_year,ssc_roll_no,ssc_obtained,ssc_total,ssc_exam,ssc_exam_type,ssc_board,ssc_subject_group,hsc_year,hsc_roll_no,"Terminal Degree",hsc_total,hsc_exam,hsc_exam_type,hsc_board,hsc_subject_group,hsc_opt_1_name,hsc_opt_1_obtained,hsc_opt_1_total,hsc_opt_2_name,hsc_opt_2_obtained,hsc_opt_2_total,hsc_opt_3_name,hsc_opt_3_obtained,hsc_opt_3_total,hsc_opt_4_name,hsc_opt_4_obtained,hsc_opt_4_total,hsc_opt_5_name,hsc_opt_5_obtained,hsc_opt_5_total,hsc_opt_6_name,hsc_opt_6_obtained,hsc_opt_6_total,grad_year,grad_roll_no,"Terminal Degree 2",grad_obtained,grad_exam,grad_exam_type,grad_institute,grad_eng_obtained,grad_eng_total,grad_opt_1_name,grad_opt_1_obtained,grad_opt_1_total,grad_opt_2_name,grad_opt_2_obtained,grad_opt_2_total,grad_opt_3_name,grad_opt_3_obtained,grad_opt_3_total,grad_opt_4_name,grad_opt_4_obtained,grad_opt_4_total,grad_opt_5_name,grad_opt_5_obtained,grad_opt_5_total,"Document Verified","English Marks",Offered
26569,26,"BS Secondary Education","Application Received",868.813,1,1,OPEN,NA,NA,male,1999-01-01,Islam,O+,Pakistan,No,0,Baluchistan,0,Landlord,Sohbatpur,Father,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,0,,0,,0,,0,,0,56926,0.00,2018-01-22,,,2013,130323,594,1050,Matric/SSC,Annual,"Federal board of intermediate and secondary education Islamabad",Science,2016,364783,702,3500,DAE,Annual,"Punjab board of technical education Lahore ",Pre-Engineering,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,,0,0,,Annual,,0,0,,0,0,,0,0,,0,0,,,,,,,0,0,No
26434,26,"BS Secondary Education","Application Fee Received",570.000,1,1,Bahawalpur,"Display In Provisional Merit List","Display In First Merit List",female,1997-11-06,Islam,O+,Pakistan,No,0,Punjab,28000,"Retired dispenser in DHQ",Bahawalnagar,Father,Yes,Yes,No,No,No,No,No,No,No,No,No,No,0,,0,,0,,0,,0,43426,0.00,2018-01-10,,"2018-01-11 05:33:51",2015,800626,677,1100,Matric/SSC,Annual,"BISE BWP",Science,2017,302215,575,1100,FSc,Annual,"BISE BWP",Pre-Engineering,,95,200,,94,200,,113,200,,93,200,,0,0,,0,0,0,,0,0,,Annual,,0,0,,0,0,,0,0,,0,0,,,,,,,1,0,Yes
26436,26,"BS Secondary Education","Application Fee Received",606.000,1,1,Bahawalpur,"Display In Provisional Merit List",NA,female,2001-03-20,Islam,A+,Pakistani,No,0,Punjab,25000,Agriculture,Chishtian,Father,Yes,Yes,No,No,No,No,No,No,No,No,No,No,0,,0,,0,,0,,0,43626,0.00,2018-01-10,,"2018-01-16 06:58:10",2015,806123,588,1100,Matric/SSC,Annual,"BISE BWP",Science,2017,603843,611,1100,ICS,Annual,"BISE BWP",Humanities,,165,200,,102,200,,70,200,,46,50,,73,200,,44,50,0,,0,0,,Annual,,0,0,,0,0,,0,0,,0,0,,,,,,,0,0,No
26482,26,"BS Secondary Education","Application Fee Received",591.000,1,1,Bahawalpur,"Display In Provisional Merit List","Display In First Merit List",female,1995-06-08,Islam,A+,Pakistani,No,0,Punjab,20000,overseas,CHISHTIAN,FATHER,Yes,Yes,No,No,No,No,No,No,No,No,No,No,0,NAT,39,K1715-110019,100,,0,,0,48226,0.00,2018-01-16,,,2013,201361,734,1050,Matric/SSC,Annual,"BISE BWP",Science,2015,604779,606,1100,FSc,Annual,"BISE BWP",Pre-Engineering,,78,200,,85,200,,122,200,,111,200,,41,50,,45,50,0,,0,0,,Annual,,0,0,,0,0,,0,0,,0,0,,,,,,,1,0,Yes
26445,26,"BS Secondary Education","Admission Fee Challan Received",535.000,1,1,Bahawalpur,NA,"Display In First Merit List",male,1996-11-20,Islam,,pakistani,No,0,Punjab,15000,Farmar,Bahawalnagar,Father,Yes,No,No,No,No,No,No,No,No,No,No,No,0,,0,,0,,0,,0,44526,0.00,2018-01-11,,"2018-01-12 04:15:57",2013,208147,651,1050,Matric/SSC,Annual,"BISE BAHAWALPUR",Science,2017,301010,540,1100,FA,Annual,"BISE BAHAWALPUR",Humanities,,56,200,,119,200,,120,200,,73,200,,37,50,,25,50,0,,0,0,,Annual,,0,0,,0,0,,0,0,,0,0,,,,,,,1,0,Yes
26442,26,"BS Secondary Education","Admission Fee Challan Received",610.000,1,1,Bahawalpur,"Display In Provisional Merit List","Display In First Merit List",male,1998-12-15,Islam,O-,Pakistani,No,0,Punjab,10000,farmer,Dahranwala,father,Yes,No,No,No,No,No,No,No,No,No,No,No,0,,0,,0,,0,,0,44226,0.00,2018-01-11,,"2018-01-15 04:17:27",2014,212302,624,1100,Matric/SSC,Annual,"Search Results Board of Intermediate & Secondary Education Bahawalpur",Science,2016,606088,620,1100,FA,Annual,"Search Results Board of Intermediate & Secondary Education Bahawalpur",Humanities,,87,200,,42,50,,137,200,,112,200,,112,200,,28,50,0,,0,0,,Annual,,0,0,,0,0,,0,0,,0,0,,,,,,,1,0,Yes
26558,26,"BS Secondary Education","Application Fee Received",522.000,1,1,Bahawalpur,NA,"Display In Provisional Merit List",female,1995-10-21,Islam,O+,Pakistani,No,0,Punjab,40000,"Govt Job",Bahawalpur,Father,No,No,No,No,No,No,No,No,No,No,No,No,0,,0,,0,,0,,0,55826,0.00,2018-01-22,,"2018-01-22 12:10:55",2011,701624,603,1050,Matric/SSC,Annual,"BISE Bahawalpur",Science,2013,236164,547,1100,ICOM,Annual,"BISE Bahawalpur",Humanities,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,,0,0,,Annual,,51,200,,0,0,,0,0,,0,0,,,,,,,1,0,No
26485,26,"BS Secondary Education","Admission Fee Challan Received",557.000,1,1,Bahawalpur,"Display In Provisional Merit List","Display In First Merit List",female,1998-03-16,Islam,A+,"Pakistani ",No,0,Punjab,300000,"famer ",chishtian,"Father ",Yes,Yes,No,No,No,No,No,No,No,No,No,No,0,NAT,1,1,100,,0,,0,48526,0.00,2018-01-16,,"2018-01-16 09:11:01",2014,202483,683,1100,Matric/SSC,Annual,"bise bwp",Science,2017,900754,562,1100,ICS,Annual,"bise bwp ",Humanities,,67,200,,126,200,,76,200,,0,0,,103,200,,0,0,0,,0,0,,Annual,,0,0,,0,0,,0,0,,0,0,,,,,,,1,0,Yes
26400,26,"BS Secondary Education","Application Fee Received",523.000,1,1,Bahawalpur,NA,"Display In Provisional Merit List",female,1995-09-18,Islam,B+,Pakistani,No,0,Punjab,20000,"Govt Employe",Chishtian,Father,Yes,Yes,No,No,No,No,No,No,No,No,No,No,0,,0,,0,,0,,0,40026,0.00,2017-12-28,,"2017-12-28 09:57:18",2011,112085,566,1050,Matric/SSC,Annual,"BISE BWP",Humanities,2013,205937,548,1100,FA,Annual,"BISE BWP",Humanities,,68,200,,73,200,,112,200,,0,0,,0,0,,0,0,0,,0,0,,Annual,,0,0,,0,0,,0,0,,0,0,,,,,,,0,0,No
26404,26,"BS Secondary Education","Application Fee Received",621.000,1,1,Bahawalpur,"Display In Provisional Merit List",NA,female,1999-06-21,Islam,A+,PAKISTANI,No,0,Punjab,30000,Patwari,Bahawalpur,FATHER,Yes,No,No,No,No,No,No,No,No,No,No,No,0,NAT,60,1715120040,100,,0,,0,40426,0.00,2017-12-30,,"2018-01-02 06:53:00",2015,837433,812,1100,Matric/SSC,Annual,"BISE Bahawalpur",Science,2017,625747,626,1100,FSc,Annual,"BISE BAHAWALPUR",Pre-Medical,,114,200,,111,200,,38,50,,105,200,,39,50,,107,200,0,,0,0,,Annual,,0,0,,0,0,,0,0,,0,0,,,,,,,0,0,No
26584,26,"BS Secondary Education","Application Fee Received",517.000,1,1,Bahawalpur,NA,"Display In Provisional Merit List",female,2000-07-11,Islam,B+,"Pakistnai ",No,0,Punjab,15000,"Farmer ","Foortabbas ","Father ",Yes,No,No,No,No,No,No,No,No,No,No,No,0,,0,,0,,0,,0,58426,0.00,2018-01-22,,"2018-01-22 12:57:25",2015,811128,573,1100,Matric/SSC,Annual,"BISE Bahawlpur",Science,2017,300199,522,1100,ICS,Annual,"BISE Bahawalpur",Pre-Engineering,,69,200,,55,200,,141,200,,88,200,,30,50,,25,50,0,,0,0,,Annual,,0,0,,0,0,,0,0,,0,0,,,,,,,0,0,No
26512,26,"BS Secondary Education","Application Fee Received",528.000,1,1,Bahawalpur,NA,"Display In Provisional Merit List",male,2000-02-08,Islam,B+,Pakistani,No,0,Punjab,15000,Farmer,Bahawalpur,Father,Yes,No,No,No,No,No,No,No,No,No,No,No,0,NAT,45," H1715-130103",100,,0,,0,51226,0.00,2018-01-18,,"2018-01-18 07:04:07",2014,203946,479,1100,Matric/SSC,Annual,"BISE BWP",Humanities,2017,627534,533,1100,FA,Annual,"BISE BWP",Humanities,,67,200,,109,200,,100,200,,102,200,,0,0,,0,0,0,,0,0,,Annual,,0,0,,0,0,,0,0,,0,0,,,,,,,0,0,No
26560,26,"BS Secondary Education","Application Received",563.000,1,1,Bahawalpur,NA,NA,female,1988-07-24,Islam,B+,pakistani,No,0,Punjab,30000,Empoly,Bahawalnagar,Brother,Yes,Yes,No,No,No,No,No,No,No,No,No,No,0,,0,,0,,0,,0,56026,0.00,2018-01-22,,,2005,24,473,850,Matric/SSC,Annual,"Bord of Intermediate and Secondary Education Bahawalpur",Science,2012,102275,593,1100,FA,Annual,"Bord of Intermediate and Secondary Education Bahawalpur",Humanities,,66,200,,119,200,,29,50,,0,0,,0,0,,0,0,0,,0,0,,Annual,,0,0,,0,0,,0,0,,0,0,,,,,,,0,0,No
26515,26,"BS Secondary Education","Application Fee Received",475.000,1,0,Bahawalpur,NA,"Display In Provisional Merit List",female,1998-06-06,Islam,,PAKISTANI,No,0,Punjab,20000,AGRICULTURE,MINCHINABAD,FATHER,No,Yes,No,No,No,No,No,No,No,No,No,No,0,,0,,0,,0,,0,51526,0.00,2018-01-18,,"2018-01-18 07:54:50",2014,207258,587,1050,Matric/SSC,Annual,"BISE BAHAWALPUR",Science,2017,302804,480,1100,FA,Annual,"BISE BAHAWALPUR",Humanities,,55,200,,78,200,,73,200,,95,200,,0,0,,0,0,0,,0,0,,Annual,,0,0,,0,0,,0,0,,0,0,,,,,,,0,0,No
26461,26,"BS Secondary Education","Challan Printed",585.000,1,1,Bahawalpur,NA,NA,male,1995-12-31,Islam,A+,PAKISTANI,No,0,Punjab,30000,GOVT.SERVANT,BAHAWALPUR,FATHER,Yes,No,No,No,No,No,No,No,No,No,No,No,0,,0,,0,,0,,0,46126,0.00,2018-01-14,,,2010,118828,655,1050,Matric/SSC,Annual,"BISE HYDERABAD",Science,2014,521527,605,1100,FA,Annual,"BISE BWP",Humanities,,95,200,,28,50,,115,200,,0,0,,0,0,,0,0,2017,14115,480,800,BA,Annual,IUB,66,200,,54,100,,144,200,,123,200,,88,100,,,,0,0,No
26553,26,"BS Secondary Education","Application Fee Received",558.000,1,1,Bahawalpur,"Display In Provisional Merit List",NA,male,1993-08-17,Islam,B+,Pakistani,No,0,Punjab,10000,"Welder ","Uch Sharif ","Father ",Yes,No,No,No,No,No,No,No,No,No,No,No,0,,0,,0,,0,,0,55326,0.00,2018-01-22,,"2018-01-23 09:16:38",2009,4082,515,1050,Matric/SSC,Annual,"BISE Bahawalpur",Science,2014,109358,578,1100,FA,Annual,"BISE Bahawalpur",Humanities,,115,200,,36,50,,99,170,,29,50,,0,0,,0,0,0,,0,0,,Annual,,0,0,,0,0,,0,0,,0,0,,,,,,,1,0,No
26493,26,"BS Secondary Education","Application Fee Received",547.000,1,1,Bahawalpur,"Display In Provisional Merit List",NA,male,1999-03-01,Islam,B+,Pakistani,No,0,Punjab,9000,Farmer,"Ahmadpur East",Father,Yes,No,No,No,No,No,No,No,No,No,No,No,0,,0,,0,,0,,0,49326,0.00,2018-01-16,,"2018-01-16 12:33:00",2015,833734,621,1100,Matric/SSC,Annual,"BISE Bahawalpur",Science,2017,313463,552,1100,FA,Annual,"BISE Bahawalpur",Humanities,,67,200,,31,50,,25,50,,71,200,,95,200,,0,0,0,,0,0,,Annual,,0,0,,0,0,,0,0,,0,0,,,,,,,0,0,No
26529,26,"BS Secondary Education","Application Fee Received",549.000,1,1,Bahawalpur,"Display In Provisional Merit List","Display In First Merit List",male,1996-01-02,Islam,B+,Pakistani,No,0,Punjab,10000,Farmer,"Ahmad Pur",Father,No,No,No,No,No,No,No,No,No,No,No,No,0,NAT,48,k715-130015,100,,0,,0,52926,0.00,2018-01-19,,"2018-01-19 07:45:25",2011,716225,676,1050,Matric/SSC,Annual,"Bise BWP",Science,2014,433244,569,1100,FA,Annual,"BISE BWP",Humanities,,87,200,,86,200,,40,50,,116,200,,28,50,,0,0,0,,0,0,,Annual,,0,0,,0,0,,0,0,,0,0,,,,,,,1,0,Yes
26464,26,"BS Secondary Education","Application Fee Received",512.000,1,1,Bahawalpur,NA,"Display In Provisional Merit List",male,1999-03-01,Islam,A+,Pakistani,No,0,Punjab,5000,"House Mother",Bahawalpur,Mother,No,No,No,No,No,No,No,No,No,No,No,No,0,NAT,27,140016,100,,0,,0,46426,0.00,2018-01-15,,"2018-01-15 07:10:37",2014,237170,504,1100,Matric/SSC,Annual,"B.I.S.E Bahawalpur",Science,2017,628035,517,1100,ICS,Annual,"B.I.S.E Bahawalpur",Humanities,,75,200,,120,200,,78,200,,94,200,,37,50,,27,50,0,,0,0,,Annual,,0,0,,0,0,,0,0,,0,0,,,,,,,1,0,No
